Notes,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths,ID
and exposure to organic solvents and halogenated hydrocarbons and their vapours); X47 (Accidental poisoning by and exposure to,,,,,,,,,,,,methane
"other gases and vapours); X88 (Assault by gases and vapours); Y14 (Poisoning by and exposure to other and unspecified drugs,",,,,,,,,,,,,methane
"medicaments and biological substances, undetermined intent); Y16 (Poisoning by and exposure to organic solvents and halogenated",,,,,,,,,,,,methane
"hydrocarbons and their vapours, undetermined intent); Y17 (Poisoning by and exposure to other gases and vapours, undetermined",,,,,,,,,,,,methane
intent),,,,,,,,,,,,methane
Group By: County; Year,,,,,,,,,,,,methane
Show Totals: Disabled,,,,,,,,,,,,methane
Show Zero Values: False,,,,,,,,,,,,methane
Show Suppressed: False,,,,,,,,,,,,methane
"Calculate Rates Per: 100,000",,,,,,,,,,,,methane
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,,,,,,methane
---,,,,,,,,,,,,methane
Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information.,,,,,,,,,,,,methane
---,,,,,,,,,,,,methane
"Query Date: Jul 4, 2023 7:44:29 AM",,,,,,,,,,,,methane
---,,,,,,,,,,,,methane
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,,,,,,,,methane
"System, Mortality 2018-2021 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,",,,,,,,,,,,,methane
"2018-2021, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative",,,,,,,,,,,,methane
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Jul 4, 2023 7:44:29 AM",,,,,,,,,,,,methane
---,,,,,,,,,,,,methane
Messages:,,,,,,,,,,,,methane
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,,,,,,,,methane
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,,,,,,,,methane
2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows.,,,,,,,,,,,,methane
3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows.,,,,,,,,,,,,methane
---,,,,,,,,,,,,methane
Caveats:,,,,,,,,,,,,methane
"1. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,,,,,,,methane
2. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,,,,,,,methane
24005).,,,,,,,,,,,,methane
3. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,,,,,,,methane
4. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:,,,,,,,,,,,,methane
http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality.,,,,,,,,,,,,methane
5. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,,,,,,methane
http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Unreliable.,,,,,,,,,,,,methane
6. The method used to calculate 95% confidence intervals is documented here: More information:,,,,,,,,,,,,methane
http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Confidence-Intervals.,,,,,,,,,,,,methane
7. The method used to calculate standard errors is documented here: More information:,,,,,,,,,,,,methane
http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Standard-Errors.,,,,,,,,,,,,methane
"8. The population figures for year 2021 are single-race estimates of the July 1 resident population, from the Vintage 2021",,,,,,,,,,,,methane
"postcensal series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates",,,,,,,,,,,,methane
"of the July 1 resident population, from the Vintage 2020 postcensal series released by the Census Bureau on July 27, 2021. The",,,,,,,,,,,,methane
"population figures for year 2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal",,,,,,,,,,,,methane
"series released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the",,,,,,,,,,,,methane
"July 1 resident population, from the Vintage 2018 postcensal series released by the Census Bureau on June 20, 2019.",,,,,,,,,,,,methane
9. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,,,,,,,,methane
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age,,,,,,,,,,,,methane
Group.,,,,,,,,,,,,methane
10. Changes to cause of death classification affect reporting trends. More information:,,,,,,,,,,,,methane
http://wonder.cdc.gov/wonder/help/ucd-expanded.html#ICD-10 Changes.,,,,,,,,,,,,methane
,"Autauga County, AL",1001.0,2018.0,2018.0,24.0,55601.0,43.1647,27.6565,64.2256,8.811,0.0032%,mh
,"Autauga County, AL",1001.0,2019.0,2019.0,18.0,55869.0,Unreliable,19.0945,50.9186,7.5939,0.0024%,mh
,"Autauga County, AL",1001.0,2020.0,2020.0,35.0,56145.0,62.3386,43.4213,86.698,10.5371,0.0047%,mh
,"Autauga County, AL",1001.0,2021.0,2021.0,26.0,59095.0,43.9970,28.7401,64.4657,8.6285,0.0035%,mh
,"Baldwin County, AL",1003.0,2018.0,2018.0,157.0,218022.0,72.0111,60.7467,83.2754,5.7471,0.0211%,mh
,"Baldwin County, AL",1003.0,2019.0,2019.0,129.0,223234.0,57.7869,47.8147,67.7591,5.0879,0.0173%,mh
,"Baldwin County, AL",1003.0,2020.0,2020.0,122.0,229287.0,53.2084,43.7666,62.6503,4.8173,0.0164%,mh
,"Baldwin County, AL",1003.0,2021.0,2021.0,120.0,239294.0,50.1475,41.175,59.12,4.5778,0.0161%,mh
,"Barbour County, AL",1005.0,2018.0,2018.0,15.0,24881.0,Unreliable,33.742,99.4343,15.566,0.0020%,mh
,"Barbour County, AL",1005.0,2020.0,2020.0,21.0,24589.0,85.4040,52.8668,130.5495,18.6367,0.0028%,mh
,"Barbour County, AL",1005.0,2021.0,2021.0,12.0,24964.0,Unreliable,24.8378,83.9673,13.8764,0.0016%,mh
,"Bibb County, AL",1007.0,2018.0,2018.0,13.0,22400.0,Unreliable,30.9017,99.2428,16.0962,0.0017%,mh
,"Bibb County, AL",1007.0,2019.0,2019.0,15.0,22394.0,Unreliable,37.4893,110.4771,17.2947,0.0020%,mh
,"Bibb County, AL",1007.0,2020.0,2020.0,14.0,22136.0,Unreliable,34.5769,106.115,16.903,0.0019%,mh
,"Bibb County, AL",1007.0,2021.0,2021.0,19.0,22477.0,Unreliable,50.8935,132.0051,19.3927,0.0026%,mh
,"Blount County, AL",1009.0,2018.0,2018.0,29.0,57840.0,50.1383,33.5786,72.0071,9.3105,0.0039%,mh
,"Blount County, AL",1009.0,2019.0,2019.0,28.0,57826.0,48.4211,32.1754,69.9821,9.1507,0.0038%,mh
,"Blount County, AL",1009.0,2020.0,2020.0,41.0,57879.0,70.8374,50.8344,96.0988,11.0629,0.0055%,mh
,"Blount County, AL",1009.0,2021.0,2021.0,35.0,59041.0,59.2808,41.2915,82.4454,10.0203,0.0047%,mh
,"Bullock County, AL",1011.0,2021.0,2021.0,12.0,10320.0,Unreliable,60.0826,203.1163,33.5669,0.0016%,mh
,"Butler County, AL",1013.0,2020.0,2020.0,12.0,19504.0,Unreliable,31.791,107.4733,17.761,0.0016%,mh
,"Butler County, AL",1013.0,2021.0,2021.0,13.0,18884.0,Unreliable,36.6553,117.7208,19.0932,0.0017%,mh
,"Calhoun County, AL",1015.0,2018.0,2018.0,63.0,114277.0,55.1292,42.3629,70.534,6.9456,0.0085%,mh
,"Calhoun County, AL",1015.0,2019.0,2019.0,82.0,113605.0,72.1799,57.4069,89.594,7.9709,0.0110%,mh
,"Calhoun County, AL",1015.0,2020.0,2020.0,93.0,113469.0,81.9607,66.1529,100.4076,8.4989,0.0125%,mh
,"Calhoun County, AL",1015.0,2021.0,2021.0,86.0,115972.0,74.1558,59.315,91.5817,7.9964,0.0116%,mh
,"Chambers County, AL",1017.0,2018.0,2018.0,17.0,33615.0,Unreliable,29.4606,80.9719,12.2657,0.0023%,mh
,"Chambers County, AL",1017.0,2019.0,2019.0,16.0,33254.0,Unreliable,27.5018,78.1351,12.0286,0.0022%,mh
,"Chambers County, AL",1017.0,2020.0,2020.0,29.0,32865.0,88.2398,59.0959,126.7273,16.3857,0.0039%,mh
,"Chambers County, AL",1017.0,2021.0,2021.0,18.0,34541.0,Unreliable,30.8847,82.3593,12.2829,0.0024%,mh
,"Cherokee County, AL",1019.0,2018.0,2018.0,20.0,26032.0,76.8285,46.9292,118.6555,17.1794,0.0027%,mh
,"Cherokee County, AL",1019.0,2019.0,2019.0,23.0,26196.0,87.7997,55.6571,131.7425,18.3075,0.0031%,mh
,"Cherokee County, AL",1019.0,2020.0,2020.0,23.0,26294.0,87.4724,55.4496,131.2515,18.2393,0.0031%,mh
,"Cherokee County, AL",1019.0,2021.0,2021.0,22.0,24996.0,88.0141,55.1575,133.2542,18.7647,0.0030%,mh
,"Chilton County, AL",1021.0,2018.0,2018.0,24.0,44153.0,54.3564,34.8273,80.878,11.0955,0.0032%,mh
,"Chilton County, AL",1021.0,2019.0,2019.0,15.0,44428.0,Unreliable,18.8965,55.6862,8.7174,0.0020%,mh
,"Chilton County, AL",1021.0,2020.0,2020.0,22.0,44397.0,49.5529,31.0543,75.0236,10.5647,0.0030%,mh
,"Chilton County, AL",1021.0,2021.0,2021.0,17.0,45274.0,Unreliable,21.8739,60.1199,9.107,0.0023%,mh
,"Clarke County, AL",1025.0,2019.0,2019.0,21.0,23622.0,88.9002,55.031,135.8937,19.3996,0.0028%,mh
,"Clarke County, AL",1025.0,2020.0,2020.0,10.0,23291.0,Unreliable,20.5891,78.9593,13.5773,0.0013%,mh
,"Clarke County, AL",1025.0,2021.0,2021.0,14.0,22760.0,Unreliable,33.6289,103.2057,16.4396,0.0019%,mh
,"Clay County, AL",1027.0,2018.0,2018.0,15.0,13275.0,Unreliable,63.2418,186.3672,29.175,0.0020%,mh
,"Clay County, AL",1027.0,2019.0,2019.0,16.0,13235.0,Unreliable,69.1004,196.3207,30.2229,0.0022%,mh
,"Clay County, AL",1027.0,2020.0,2020.0,17.0,13112.0,Unreliable,75.5276,207.5862,31.4453,0.0023%,mh
,"Clay County, AL",1027.0,2021.0,2021.0,12.0,14190.0,Unreliable,43.6964,147.7209,24.4123,0.0016%,mh
,"Cleburne County, AL",1029.0,2018.0,2018.0,12.0,14987.0,Unreliable,41.3727,139.8652,23.114,0.0016%,mh
,"Cleburne County, AL",1029.0,2019.0,2019.0,10.0,14910.0,Unreliable,32.1623,123.3427,21.2091,0.0013%,mh
,"Cleburne County, AL",1029.0,2020.0,2020.0,14.0,14967.0,Unreliable,51.1388,156.9427,24.9994,0.0019%,mh
,"Coffee County, AL",1031.0,2018.0,2018.0,33.0,51909.0,63.5728,43.7603,89.2797,11.0666,0.0044%,mh
,"Coffee County, AL",1031.0,2019.0,2019.0,18.0,52342.0,Unreliable,20.3811,54.3497,8.1056,0.0024%,mh
,"Coffee County, AL",1031.0,2020.0,2020.0,42.0,53230.0,78.9029,56.8661,106.6538,12.175,0.0056%,mh
,"Coffee County, AL",1031.0,2021.0,2021.0,37.0,54174.0,68.2984,48.0883,94.1405,11.2282,0.0050%,mh
,"Colbert County, AL",1033.0,2018.0,2018.0,43.0,54762.0,78.5216,56.8261,105.7678,11.9744,0.0058%,mh
,"Colbert County, AL",1033.0,2019.0,2019.0,35.0,55241.0,63.3587,44.1319,88.1168,10.7096,0.0047%,mh
,"Colbert County, AL",1033.0,2020.0,2020.0,26.0,55411.0,46.9221,30.6509,68.7517,9.2022,0.0035%,mh
,"Colbert County, AL",1033.0,2021.0,2021.0,38.0,57474.0,66.1169,46.7883,90.7507,10.7256,0.0051%,mh
,"Coosa County, AL",1037.0,2019.0,2019.0,10.0,10663.0,Unreliable,44.9723,172.4693,29.6565,0.0013%,mh
,"Covington County, AL",1039.0,2018.0,2018.0,17.0,36986.0,Unreliable,26.7755,73.5919,11.1477,0.0023%,mh
,"Covington County, AL",1039.0,2019.0,2019.0,11.0,37049.0,Unreliable,14.8215,53.1245,8.952,0.0015%,mh
,"Covington County, AL",1039.0,2020.0,2020.0,32.0,36930.0,86.6504,59.2689,122.3244,15.3178,0.0043%,mh
,"Covington County, AL",1039.0,2021.0,2021.0,27.0,37524.0,71.9539,47.4184,104.6894,13.8475,0.0036%,mh
,"Cullman County, AL",1043.0,2018.0,2018.0,49.0,83442.0,58.7234,43.4442,77.6353,8.3891,0.0066%,mh
,"Cullman County, AL",1043.0,2019.0,2019.0,49.0,83768.0,58.4949,43.2751,77.3332,8.3564,0.0066%,mh
,"Cullman County, AL",1043.0,2020.0,2020.0,58.0,84515.0,68.6269,52.1111,88.716,9.0111,0.0078%,mh
,"Cullman County, AL",1043.0,2021.0,2021.0,56.0,89496.0,62.5726,47.2667,81.2556,8.3616,0.0075%,mh
,"Dale County, AL",1045.0,2018.0,2018.0,36.0,48956.0,73.5354,51.5035,101.8039,12.2559,0.0048%,mh
,"Dale County, AL",1045.0,2019.0,2019.0,30.0,49172.0,61.0103,41.1637,87.0959,11.1389,0.0040%,mh
,"Dale County, AL",1045.0,2020.0,2020.0,31.0,48959.0,63.3183,43.0216,89.8752,11.3723,0.0042%,mh
,"Dale County, AL",1045.0,2021.0,2021.0,35.0,49342.0,70.9335,49.408,98.6515,11.9899,0.0047%,mh
,"Dallas County, AL",1047.0,2018.0,2018.0,19.0,38310.0,Unreliable,29.8599,77.4492,11.378,0.0026%,mh
,"Dallas County, AL",1047.0,2019.0,2019.0,13.0,37196.0,Unreliable,18.6095,59.7655,9.6934,0.0017%,mh
,"Dallas County, AL",1047.0,2020.0,2020.0,13.0,36098.0,Unreliable,19.1755,61.5834,9.9882,0.0017%,mh
,"Dallas County, AL",1047.0,2021.0,2021.0,13.0,37619.0,Unreliable,18.4002,59.0935,9.5844,0.0017%,mh
,"DeKalb County, AL",1049.0,2018.0,2018.0,37.0,71385.0,51.8316,36.4941,71.4431,8.5211,0.0050%,mh
,"DeKalb County, AL",1049.0,2019.0,2019.0,45.0,71513.0,62.9256,45.8986,84.1995,9.3804,0.0060%,mh
,"DeKalb County, AL",1049.0,2020.0,2020.0,50.0,71658.0,69.7759,51.7891,91.9911,9.8678,0.0067%,mh
,"DeKalb County, AL",1049.0,2021.0,2021.0,40.0,71813.0,55.7002,39.7928,75.8481,8.807,0.0054%,mh
,"Elmore County, AL",1051.0,2018.0,2018.0,32.0,81887.0,39.0782,26.7295,55.1668,6.9081,0.0043%,mh
,"Elmore County, AL",1051.0,2019.0,2019.0,36.0,81209.0,44.3301,31.0483,61.3714,7.3883,0.0048%,mh
,"Elmore County, AL",1051.0,2020.0,2020.0,48.0,82158.0,58.4240,43.0772,77.4615,8.4328,0.0065%,mh
,"Elmore County, AL",1051.0,2021.0,2021.0,32.0,89304.0,35.8327,24.5095,50.585,6.3344,0.0043%,mh
,"Escambia County, AL",1053.0,2018.0,2018.0,25.0,36748.0,68.0309,44.0262,100.4272,13.6062,0.0034%,mh
,"Escambia County, AL",1053.0,2019.0,2019.0,26.0,36633.0,70.9743,46.3625,103.9936,13.9192,0.0035%,mh
,"Escambia County, AL",1053.0,2020.0,2020.0,21.0,36281.0,57.8815,35.8298,88.4783,12.6308,0.0028%,mh
,"Escambia County, AL",1053.0,2021.0,2021.0,38.0,36699.0,103.5451,73.2747,142.1239,16.7972,0.0051%,mh
,"Etowah County, AL",1055.0,2018.0,2018.0,73.0,102501.0,71.2188,55.8242,89.547,8.3355,0.0098%,mh
,"Etowah County, AL",1055.0,2019.0,2019.0,77.0,102268.0,75.2924,59.4192,94.1027,8.5804,0.0103%,mh
,"Etowah County, AL",1055.0,2020.0,2020.0,58.0,102371.0,56.6567,43.0217,73.2418,7.4394,0.0078%,mh
,"Etowah County, AL",1055.0,2021.0,2021.0,69.0,103162.0,66.8851,52.0406,84.6471,8.052,0.0093%,mh
,"Fayette County, AL",1057.0,2018.0,2018.0,10.0,16433.0,Unreliable,29.1815,111.9114,19.2435,0.0013%,mh
,"Fayette County, AL",1057.0,2019.0,2019.0,11.0,16302.0,Unreliable,33.6842,120.7341,20.3449,0.0015%,mh
,"Fayette County, AL",1057.0,2020.0,2020.0,12.0,16241.0,Unreliable,38.1782,129.0659,21.3294,0.0016%,mh
,"Fayette County, AL",1057.0,2021.0,2021.0,14.0,16148.0,Unreliable,47.3987,145.4646,23.171,0.0019%,mh
,"Franklin County, AL",1059.0,2018.0,2018.0,13.0,31363.0,Unreliable,22.0705,70.8809,11.4962,0.0017%,mh
,"Franklin County, AL",1059.0,2020.0,2020.0,11.0,31507.0,Unreliable,17.4285,62.4689,10.5266,0.0015%,mh
,"Franklin County, AL",1059.0,2021.0,2021.0,12.0,32013.0,Unreliable,19.3688,65.4784,10.8209,0.0016%,mh
,"Geneva County, AL",1061.0,2018.0,2018.0,13.0,26314.0,Unreliable,26.3053,84.4812,13.702,0.0017%,mh
,"Geneva County, AL",1061.0,2019.0,2019.0,16.0,26271.0,Unreliable,34.8119,98.9039,15.2259,0.0022%,mh
,"Geneva County, AL",1061.0,2020.0,2020.0,20.0,26411.0,75.7260,46.2557,116.9528,16.9329,0.0027%,mh
,"Geneva County, AL",1061.0,2021.0,2021.0,17.0,26701.0,Unreliable,37.0892,101.9389,15.4418,0.0023%,mh
,"Hale County, AL",1065.0,2019.0,2019.0,19.0,14651.0,Unreliable,78.0788,202.5171,29.7515,0.0026%,mh
,"Hale County, AL",1065.0,2020.0,2020.0,21.0,14670.0,143.1493,88.6123,218.8194,31.2377,0.0028%,mh
,"Hale County, AL",1065.0,2021.0,2021.0,15.0,14754.0,Unreliable,56.9022,167.685,26.2504,0.0020%,mh
,"Henry County, AL",1067.0,2018.0,2018.0,11.0,17209.0,Unreliable,31.9089,114.3709,19.2726,0.0015%,mh
,"Henry County, AL",1067.0,2019.0,2019.0,20.0,17205.0,116.2453,71.0061,179.5315,25.9932,0.0027%,mh
,"Henry County, AL",1067.0,2020.0,2020.0,19.0,17223.0,Unreliable,66.4189,172.2742,25.3086,0.0026%,mh
,"Henry County, AL",1067.0,2021.0,2021.0,19.0,17459.0,Unreliable,65.5211,169.9455,24.9665,0.0026%,mh
,"Houston County, AL",1069.0,2018.0,2018.0,63.0,104722.0,60.1593,46.2282,76.9696,7.5794,0.0085%,mh
,"Houston County, AL",1069.0,2019.0,2019.0,64.0,105882.0,60.4446,46.5496,77.1866,7.5556,0.0086%,mh
,"Houston County, AL",1069.0,2020.0,2020.0,54.0,106580.0,50.6662,38.0619,66.1082,6.8948,0.0073%,mh
,"Houston County, AL",1069.0,2021.0,2021.0,81.0,107458.0,75.3783,59.8609,93.6884,8.3754,0.0109%,mh
,"Jackson County, AL",1071.0,2018.0,2018.0,32.0,51736.0,61.8525,42.3071,87.3171,10.9341,0.0043%,mh
,"Jackson County, AL",1071.0,2019.0,2019.0,19.0,51626.0,Unreliable,22.1581,57.4726,8.4432,0.0026%,mh
,"Jackson County, AL",1071.0,2020.0,2020.0,29.0,51582.0,56.2212,37.6524,80.7431,10.44,0.0039%,mh
,"Jackson County, AL",1071.0,2021.0,2021.0,24.0,52773.0,45.4778,29.1385,67.6673,9.2831,0.0032%,mh
,"Jefferson County, AL",1073.0,2018.0,2018.0,465.0,659300.0,70.5293,64.1187,76.94,3.2707,0.0625%,mh
,"Jefferson County, AL",1073.0,2019.0,2019.0,459.0,658573.0,69.6961,63.32,76.0723,3.2531,0.0617%,mh
,"Jefferson County, AL",1073.0,2020.0,2020.0,424.0,655342.0,64.6990,58.5406,70.8575,3.1421,0.0570%,mh
,"Jefferson County, AL",1073.0,2021.0,2021.0,360.0,667820.0,53.9067,48.3381,59.4754,2.8411,0.0484%,mh
,"Lamar County, AL",1075.0,2019.0,2019.0,14.0,13805.0,Unreliable,55.4432,170.153,27.1036,0.0019%,mh
,"Lauderdale County, AL",1077.0,2018.0,2018.0,51.0,92387.0,55.2026,41.1022,72.5814,7.7299,0.0069%,mh
,"Lauderdale County, AL",1077.0,2019.0,2019.0,48.0,92729.0,51.7637,38.1664,68.631,7.4715,0.0065%,mh
,"Lauderdale County, AL",1077.0,2020.0,2020.0,51.0,93368.0,54.6226,40.6703,71.8188,7.6487,0.0069%,mh
,"Lauderdale County, AL",1077.0,2021.0,2021.0,52.0,94043.0,55.2939,41.2962,72.5107,7.6679,0.0070%,mh
,"Lawrence County, AL",1079.0,2018.0,2018.0,16.0,32957.0,Unreliable,27.7496,78.8392,12.137,0.0022%,mh
,"Lawrence County, AL",1079.0,2019.0,2019.0,20.0,32924.0,60.7460,37.1055,93.8173,13.5832,0.0027%,mh
,"Lawrence County, AL",1079.0,2020.0,2020.0,15.0,32857.0,Unreliable,25.5512,75.2967,11.7874,0.0020%,mh
,"Lawrence County, AL",1079.0,2021.0,2021.0,21.0,33090.0,63.4633,39.285,97.0106,13.8488,0.0028%,mh
,"Lee County, AL",1081.0,2018.0,2018.0,53.0,163941.0,32.3287,24.2165,42.2866,4.4407,0.0071%,mh
,"Lee County, AL",1081.0,2019.0,2019.0,69.0,164542.0,41.9346,32.6276,53.0707,5.0483,0.0093%,mh
,"Lee County, AL",1081.0,2020.0,2020.0,52.0,166831.0,31.1693,23.2788,40.8744,4.3224,0.0070%,mh
,"Lee County, AL",1081.0,2021.0,2021.0,59.0,177218.0,33.2923,25.3438,42.9448,4.3343,0.0079%,mh
,"Limestone County, AL",1083.0,2018.0,2018.0,50.0,96174.0,51.9891,38.5874,68.5414,7.3524,0.0067%,mh
,"Limestone County, AL",1083.0,2019.0,2019.0,32.0,98915.0,32.3510,22.1281,45.6699,5.7189,0.0043%,mh
,"Limestone County, AL",1083.0,2020.0,2020.0,48.0,102228.0,46.9539,34.62,62.2538,6.7772,0.0065%,mh
,"Limestone County, AL",1083.0,2021.0,2021.0,68.0,107517.0,63.2458,49.1129,80.1792,7.6697,0.0091%,mh
,"Macon County, AL",1087.0,2019.0,2019.0,10.0,18068.0,Unreliable,26.5408,101.7844,17.5021,0.0013%,mh
,"Macon County, AL",1087.0,2020.0,2020.0,16.0,17895.0,Unreliable,51.1061,145.1972,22.3526,0.0022%,mh
,"Madison County, AL",1089.0,2018.0,2018.0,140.0,366519.0,38.1972,31.8698,44.5246,3.2283,0.0188%,mh
,"Madison County, AL",1089.0,2019.0,2019.0,167.0,372909.0,44.7830,37.9908,51.5753,3.4654,0.0224%,mh
,"Madison County, AL",1089.0,2020.0,2020.0,175.0,379453.0,46.1190,39.2859,52.9521,3.4863,0.0235%,mh
,"Madison County, AL",1089.0,2021.0,2021.0,154.0,395211.0,38.9665,32.8121,45.121,3.14,0.0207%,mh
,"Marengo County, AL",1091.0,2018.0,2018.0,11.0,19066.0,Unreliable,28.801,103.2313,17.3955,0.0015%,mh
,"Marengo County, AL",1091.0,2019.0,2019.0,15.0,18863.0,Unreliable,44.507,131.1576,20.5322,0.0020%,mh
,"Marengo County, AL",1091.0,2020.0,2020.0,21.0,18733.0,112.1016,69.3932,171.3597,24.4626,0.0028%,mh
,"Marengo County, AL",1091.0,2021.0,2021.0,16.0,18996.0,Unreliable,48.144,136.7816,21.0571,0.0022%,mh
,"Marion County, AL",1093.0,2018.0,2018.0,29.0,29763.0,97.4364,65.2551,139.9353,18.0935,0.0039%,mh
,"Marion County, AL",1093.0,2019.0,2019.0,15.0,29709.0,Unreliable,28.2586,83.2753,13.0364,0.0020%,mh
,"Marion County, AL",1093.0,2020.0,2020.0,23.0,29703.0,77.4333,49.0857,116.1878,16.1459,0.0031%,mh
,"Marion County, AL",1093.0,2021.0,2021.0,22.0,29246.0,75.2240,47.1421,113.8898,16.0378,0.0030%,mh
,"Marshall County, AL",1095.0,2018.0,2018.0,54.0,96109.0,56.1862,42.2088,73.3106,7.646,0.0073%,mh
,"Marshall County, AL",1095.0,2019.0,2019.0,42.0,96774.0,43.4001,31.2789,58.6643,6.6968,0.0056%,mh
,"Marshall County, AL",1095.0,2020.0,2020.0,54.0,96990.0,55.6758,41.8254,72.6447,7.5765,0.0073%,mh
,"Marshall County, AL",1095.0,2021.0,2021.0,48.0,98228.0,48.8659,36.0298,64.7889,7.0532,0.0065%,mh
,"Mobile County, AL",1097.0,2018.0,2018.0,249.0,413757.0,60.1803,52.7053,67.6552,3.8138,0.0335%,mh
,"Mobile County, AL",1097.0,2019.0,2019.0,218.0,413210.0,52.7577,45.7542,59.7612,3.5732,0.0293%,mh
,"Mobile County, AL",1097.0,2020.0,2020.0,217.0,412716.0,52.5785,45.5828,59.5743,3.5693,0.0292%,mh
,"Mobile County, AL",1097.0,2021.0,2021.0,174.0,413073.0,42.1233,35.8643,48.3823,3.1934,0.0234%,mh
,"Monroe County, AL",1099.0,2019.0,2019.0,14.0,20733.0,Unreliable,36.9167,113.2958,18.0469,0.0019%,mh
,"Monroe County, AL",1099.0,2020.0,2020.0,25.0,20459.0,122.1956,79.0789,180.3852,24.4391,0.0034%,mh
,"Monroe County, AL",1099.0,2021.0,2021.0,29.0,19648.0,147.5977,98.8491,211.9754,27.4082,0.0039%,mh
,"Montgomery County, AL",1101.0,2018.0,2018.0,89.0,225763.0,39.4219,31.6589,48.5122,4.1787,0.0120%,mh
,"Montgomery County, AL",1101.0,2019.0,2019.0,89.0,226486.0,39.2960,31.5579,48.3573,4.1654,0.0120%,mh
,"Montgomery County, AL",1101.0,2020.0,2020.0,115.0,224639.0,51.1932,41.8366,60.5499,4.7738,0.0155%,mh
,"Montgomery County, AL",1101.0,2021.0,2021.0,108.0,227434.0,47.4863,38.5303,56.4423,4.5694,0.0145%,mh
,"Morgan County, AL",1103.0,2018.0,2018.0,80.0,119089.0,67.1766,53.2671,83.6074,7.5106,0.0108%,mh
,"Morgan County, AL",1103.0,2019.0,2019.0,79.0,119679.0,66.0099,52.2607,82.2682,7.4267,0.0106%,mh
,"Morgan County, AL",1103.0,2020.0,2020.0,70.0,119883.0,58.3903,45.5181,73.7726,6.979,0.0094%,mh
,"Morgan County, AL",1103.0,2021.0,2021.0,77.0,123668.0,62.2635,49.1371,77.8188,7.0956,0.0103%,mh
,"Perry County, AL",1105.0,2019.0,2019.0,10.0,8923.0,Unreliable,53.742,206.1011,35.4396,0.0013%,mh
,"Perry County, AL",1105.0,2020.0,2020.0,13.0,8687.0,Unreliable,79.6821,255.9041,41.5051,0.0017%,mh
,"Pickens County, AL",1107.0,2018.0,2018.0,15.0,19938.0,Unreliable,42.1073,124.0859,19.4251,0.0020%,mh
,"Pickens County, AL",1107.0,2019.0,2019.0,13.0,19930.0,Unreliable,34.7315,111.5423,18.0911,0.0017%,mh
,"Pickens County, AL",1107.0,2020.0,2020.0,15.0,19793.0,Unreliable,42.4158,124.9949,19.5674,0.0020%,mh
,"Pickens County, AL",1107.0,2021.0,2021.0,22.0,18801.0,117.0151,73.3322,177.162,24.9477,0.0030%,mh
,"Pike County, AL",1109.0,2018.0,2018.0,15.0,33338.0,Unreliable,25.1825,74.2104,11.6173,0.0020%,mh
,"Pike County, AL",1109.0,2019.0,2019.0,10.0,33114.0,Unreliable,14.4815,55.5366,9.5497,0.0013%,mh
,"Pike County, AL",1109.0,2020.0,2020.0,22.0,32966.0,66.7354,41.8224,101.0381,14.228,0.0030%,mh
,"Pike County, AL",1109.0,2021.0,2021.0,21.0,32991.0,63.6537,39.4029,97.3017,13.8904,0.0028%,mh
,"Randolph County, AL",1111.0,2018.0,2018.0,19.0,22725.0,Unreliable,50.3381,130.5645,19.1811,0.0026%,mh
,"Randolph County, AL",1111.0,2019.0,2019.0,21.0,22722.0,92.4214,57.2107,141.2763,20.168,0.0028%,mh
,"Randolph County, AL",1111.0,2020.0,2020.0,27.0,22920.0,117.8010,77.6321,171.3946,22.6708,0.0036%,mh
