"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Jerome County, ID"	"16053"	"2021 "	"2021"	11	24662	Unreliable	22.2658	79.8073	13.4483	0.0015%
	"Kootenai County, ID"	"16055"	"2018"	"2018"	135	161505	83.5887	69.4882	97.6893	7.1942	0.0181%
	"Kootenai County, ID"	"16055"	"2019"	"2019"	140	165697	84.4916	70.4955	98.4876	7.1408	0.0188%
	"Kootenai County, ID"	"16055"	"2020"	"2020"	153	170628	89.6688	75.4601	103.8774	7.2493	0.0206%
	"Kootenai County, ID"	"16055"	"2021 "	"2021"	120	179789	66.7449	54.8027	78.6871	6.0929	0.0161%
	"Latah County, ID"	"16057"	"2018"	"2018"	15	40134	Unreliable	20.9183	61.6441	9.6501	0.0020%
	"Latah County, ID"	"16057"	"2019"	"2019"	10	40108	Unreliable	11.9562	45.8522	7.8844	0.0013%
	"Latah County, ID"	"16057"	"2020"	"2020"	13	40830	Unreliable	16.9532	54.4462	8.8306	0.0017%
	"Latah County, ID"	"16057"	"2021 "	"2021"	20	40313	49.6118	30.3044	76.6214	11.0935	0.0027%
	"Lemhi County, ID"	"16059"	"2019"	"2019"	11	8027	Unreliable	68.4091	245.1985	41.3184	0.0015%
	"Madison County, ID"	"16065"	"2019"	"2019"	11	39907	Unreliable	13.7600	49.3199	8.3109	0.0015%
	"Madison County, ID"	"16065"	"2020"	"2020"	13	40318	Unreliable	17.1685	55.1376	8.9428	0.0017%
	"Madison County, ID"	"16065"	"2021 "	"2021"	18	53881	Unreliable	19.7990	52.7973	7.8741	0.0024%
	"Minidoka County, ID"	"16067"	"2018"	"2018"	12	20825	Unreliable	29.7744	100.6559	16.6343	0.0016%
	"Minidoka County, ID"	"16067"	"2019"	"2019"	12	21039	Unreliable	29.4716	99.6321	16.4651	0.0016%
	"Minidoka County, ID"	"16067"	"2020"	"2020"	16	21216	Unreliable	43.1063	122.4691	18.8537	0.0022%
	"Minidoka County, ID"	"16067"	"2021 "	"2021"	11	21955	Unreliable	25.0112	89.6474	15.1065	0.0015%
	"Nez Perce County, ID"	"16069"	"2018"	"2018"	56	40408	138.5864	104.6868	179.9656	18.5194	0.0075%
	"Nez Perce County, ID"	"16069"	"2019"	"2019"	50	40408	123.7379	91.8407	163.1335	17.4992	0.0067%
	"Nez Perce County, ID"	"16069"	"2020"	"2020"	48	40755	117.7770	86.8393	156.1546	16.9996	0.0065%
	"Nez Perce County, ID"	"16069"	"2021 "	"2021"	40	42454	94.2196	67.3114	128.3007	14.8974	0.0054%
	"Payette County, ID"	"16075"	"2019"	"2019"	16	23951	Unreliable	38.1840	108.4842	16.7008	0.0022%
	"Payette County, ID"	"16075"	"2020"	"2020"	13	24771	Unreliable	27.9439	89.7436	14.5555	0.0017%
	"Payette County, ID"	"16075"	"2021 "	"2021"	18	26350	Unreliable	40.4853	107.9611	16.1011	0.0024%
	"Shoshone County, ID"	"16079"	"2018"	"2018"	11	12796	Unreliable	42.9134	153.8143	25.9192	0.0015%
	"Shoshone County, ID"	"16079"	"2019"	"2019"	10	12882	Unreliable	37.2256	142.7604	24.5480	0.0013%
	"Shoshone County, ID"	"16079"	"2020"	"2020"	20	12911	154.9067	94.6216	239.2410	34.6382	0.0027%
	"Shoshone County, ID"	"16079"	"2021 "	"2021"	23	13612	168.9686	107.1109	253.5356	35.2324	0.0031%
	"Twin Falls County, ID"	"16083"	"2018"	"2018"	54	86081	62.7316	47.1259	81.8510	8.5367	0.0073%
	"Twin Falls County, ID"	"16083"	"2019"	"2019"	62	86878	71.3644	54.7144	91.4856	9.0633	0.0083%
	"Twin Falls County, ID"	"16083"	"2020"	"2020"	65	88411	73.5203	56.7415	93.7075	9.1191	0.0087%
	"Twin Falls County, ID"	"16083"	"2021 "	"2021"	56	92243	60.7092	45.8591	78.8358	8.1126	0.0075%
	"Valley County, ID"	"16085"	"2020"	"2020"	11	11792	Unreliable	46.5672	166.9104	28.1261	0.0015%
	"Adams County, IL"	"17001"	"2018"	"2018"	68	65691	103.5149	80.3835	131.2300	12.5530	0.0091%
	"Adams County, IL"	"17001"	"2019"	"2019"	87	65435	132.9564	106.4927	164.0017	14.2544	0.0117%
	"Adams County, IL"	"17001"	"2020"	"2020"	95	64783	146.6434	118.6433	179.2642	15.0453	0.0128%
	"Adams County, IL"	"17001"	"2021 "	"2021"	87	64954	133.9409	107.2813	165.2162	14.3600	0.0117%
	"Bond County, IL"	"17005"	"2018"	"2018"	11	16630	Unreliable	33.0198	118.3529	19.9436	0.0015%
	"Bond County, IL"	"17005"	"2019"	"2019"	11	16426	Unreliable	33.4299	119.8227	20.1913	0.0015%
	"Bond County, IL"	"17005"	"2021 "	"2021"	14	16596	Unreliable	46.1192	141.5378	22.5455	0.0019%
	"Boone County, IL"	"17007"	"2018"	"2018"	32	53577	59.7271	40.8534	84.3168	10.5584	0.0043%
	"Boone County, IL"	"17007"	"2019"	"2019"	24	53544	44.8229	28.7190	66.6930	9.1494	0.0032%
	"Boone County, IL"	"17007"	"2020"	"2020"	41	52777	77.6854	55.7486	105.3887	12.1324	0.0055%
	"Boone County, IL"	"17007"	"2021 "	"2021"	22	53159	41.3853	25.9357	62.6577	8.8234	0.0030%
	"Bureau County, IL"	"17011"	"2018"	"2018"	21	32993	63.6499	39.4005	97.2958	13.8895	0.0028%
	"Bureau County, IL"	"17011"	"2019"	"2019"	31	32628	95.0104	64.5548	134.8597	17.0644	0.0042%
	"Bureau County, IL"	"17011"	"2020"	"2020"	20	32303	61.9138	37.8188	95.6208	13.8443	0.0027%
	"Bureau County, IL"	"17011"	"2021 "	"2021"	13	32883	Unreliable	21.0503	67.6045	10.9648	0.0017%
	"Carroll County, IL"	"17015"	"2019"	"2019"	16	14305	Unreliable	63.9318	181.6361	27.9623	0.0022%
	"Carroll County, IL"	"17015"	"2020"	"2020"	22	14241	154.4835	96.8133	233.8896	32.9360	0.0030%
	"Carroll County, IL"	"17015"	"2021 "	"2021"	14	15698	Unreliable	48.7574	149.6345	23.8352	0.0019%
	"Cass County, IL"	"17017"	"2019"	"2019"	12	12147	Unreliable	51.0457	172.5661	28.5182	0.0016%
	"Cass County, IL"	"17017"	"2020"	"2020"	11	11925	Unreliable	46.0478	165.0489	27.8124	0.0015%
	"Champaign County, IL"	"17019"	"2018"	"2018"	116	209983	55.2426	45.1894	65.2957	5.1291	0.0156%
	"Champaign County, IL"	"17019"	"2019"	"2019"	99	209689	47.2128	38.3722	57.4797	4.7451	0.0133%
	"Champaign County, IL"	"17019"	"2020"	"2020"	123	209192	58.7977	48.4065	69.1888	5.3016	0.0165%
	"Champaign County, IL"	"17019"	"2021 "	"2021"	101	205943	49.0427	39.4780	58.6074	4.8799	0.0136%
	"Christian County, IL"	"17021"	"2018"	"2018"	24	32661	73.4821	47.0815	109.3355	14.9995	0.0032%
	"Christian County, IL"	"17021"	"2019"	"2019"	43	32304	133.1105	96.3320	179.2984	20.2992	0.0058%
	"Christian County, IL"	"17021"	"2020"	"2020"	42	32075	130.9431	94.3720	176.9971	20.2050	0.0056%
	"Christian County, IL"	"17021"	"2021 "	"2021"	34	33662	101.0041	69.9484	141.1431	17.3221	0.0046%
	"Clark County, IL"	"17023"	"2019"	"2019"	24	15441	155.4303	99.5873	231.2679	31.7271	0.0032%
	"Clark County, IL"	"17023"	"2020"	"2020"	18	15268	Unreliable	69.8708	186.3226	27.7878	0.0024%
	"Clark County, IL"	"17023"	"2021 "	"2021"	15	15300	Unreliable	54.8716	161.7010	25.3136	0.0020%
	"Clay County, IL"	"17025"	"2018"	"2018"	12	13253	Unreliable	46.7858	158.1649	26.1382	0.0016%
	"Clay County, IL"	"17025"	"2020"	"2020"	12	13079	Unreliable	47.4082	160.2691	26.4860	0.0016%
	"Clay County, IL"	"17025"	"2021 "	"2021"	10	13143	Unreliable	36.4863	139.9254	24.0605	0.0013%
	"Clinton County, IL"	"17027"	"2018"	"2018"	23	37639	61.1068	38.7362	91.6902	12.7417	0.0031%
	"Clinton County, IL"	"17027"	"2019"	"2019"	19	37562	Unreliable	30.4545	78.9915	11.6045	0.0026%
	"Clinton County, IL"	"17027"	"2020"	"2020"	25	37398	66.8485	43.2610	98.6817	13.3697	0.0034%
	"Clinton County, IL"	"17027"	"2021 "	"2021"	15	36793	Unreliable	22.8178	67.2417	10.5264	0.0020%
	"Coles County, IL"	"17029"	"2018"	"2018"	48	50885	94.3304	69.5517	125.0679	13.6154	0.0065%
	"Coles County, IL"	"17029"	"2019"	"2019"	42	50621	82.9695	59.7970	112.1507	12.8025	0.0056%
	"Coles County, IL"	"17029"	"2020"	"2020"	40	50383	79.3919	56.7183	108.1095	12.5530	0.0054%
	"Coles County, IL"	"17029"	"2021 "	"2021"	44	46765	94.0875	68.3639	126.3077	14.1842	0.0059%
	"Cook County, IL"	"17031"	"2018"	"2018"	2605	5180493	50.2848	48.3538	52.2158	0.9852	0.3501%
	"Cook County, IL"	"17031"	"2019"	"2019"	2604	5150233	50.5608	48.6188	52.5028	0.9908	0.3500%
	"Cook County, IL"	"17031"	"2020"	"2020"	2772	5108284	54.2648	52.2447	56.2849	1.0307	0.3726%
	"Cook County, IL"	"17031"	"2021 "	"2021"	2497	5173146	48.2685	46.3752	50.1618	0.9659	0.3356%
	"Crawford County, IL"	"17033"	"2018"	"2018"	17	18807	Unreliable	52.6569	144.7264	21.9232	0.0023%
	"Crawford County, IL"	"17033"	"2019"	"2019"	18	18667	Unreliable	57.1483	152.3959	22.7280	0.0024%
	"Crawford County, IL"	"17033"	"2020"	"2020"	12	18512	Unreliable	33.4946	113.2325	18.7127	0.0016%
	"Crawford County, IL"	"17033"	"2021 "	"2021"	15	18659	Unreliable	44.9936	132.5915	20.7567	0.0020%
	"DeKalb County, IL"	"17037"	"2018"	"2018"	56	104143	53.7722	40.6190	69.8275	7.1856	0.0075%
	"DeKalb County, IL"	"17037"	"2019"	"2019"	48	104897	45.7592	33.7392	60.6698	6.6048	0.0065%
	"DeKalb County, IL"	"17037"	"2020"	"2020"	56	104491	53.5931	40.4837	69.5950	7.1617	0.0075%
	"DeKalb County, IL"	"17037"	"2021 "	"2021"	61	100414	60.7485	46.4677	78.0339	7.7780	0.0082%
	"De Witt County, IL"	"17039"	"2018"	"2018"	11	15769	Unreliable	34.8228	124.8150	21.0326	0.0015%
	"De Witt County, IL"	"17039"	"2020"	"2020"	17	15368	Unreliable	64.4403	177.1128	26.8292	0.0023%
	"Douglas County, IL"	"17041"	"2018"	"2018"	10	19479	Unreliable	24.6183	94.4114	16.2343	0.0013%
	"Douglas County, IL"	"17041"	"2020"	"2020"	14	19510	Unreliable	39.2309	120.3978	19.1782	0.0019%
	"Douglas County, IL"	"17041"	"2021 "	"2021"	15	19722	Unreliable	42.5685	125.4449	19.6379	0.0020%
	"DuPage County, IL"	"17043"	"2018"	"2018"	630	928589	67.8449	62.5470	73.1428	2.7030	0.0847%
	"DuPage County, IL"	"17043"	"2019"	"2019"	533	922921	57.7514	52.8485	62.6543	2.5015	0.0716%
	"DuPage County, IL"	"17043"	"2020"	"2020"	625	917481	68.1213	62.7806	73.4620	2.7249	0.0840%
	"DuPage County, IL"	"17043"	"2021 "	"2021"	490	924885	52.9796	48.2885	57.6706	2.3934	0.0659%
	"Edgar County, IL"	"17045"	"2018"	"2018"	21	17360	120.9677	74.8815	184.9125	26.3973	0.0028%
	"Edgar County, IL"	"17045"	"2019"	"2019"	14	17161	Unreliable	44.6008	136.8779	21.8033	0.0019%
	"Edgar County, IL"	"17045"	"2020"	"2020"	21	16858	124.5699	77.1113	190.4189	27.1834	0.0028%
	"Edgar County, IL"	"17045"	"2021 "	"2021"	19	16520	Unreliable	69.2453	179.6052	26.3856	0.0026%
	"Effingham County, IL"	"17049"	"2018"	"2018"	28	34208	81.8522	54.3900	118.2993	15.4686	0.0038%
	"Effingham County, IL"	"17049"	"2019"	"2019"	20	34008	58.8097	35.9227	90.8269	13.1502	0.0027%
	"Effingham County, IL"	"17049"	"2020"	"2020"	26	34065	76.3247	49.8576	111.8332	14.9685	0.0035%
	"Effingham County, IL"	"17049"	"2021 "	"2021"	16	34430	Unreliable	26.5624	75.4663	11.6178	0.0022%
	"Fayette County, IL"	"17051"	"2018"	"2018"	12	21416	Unreliable	28.9527	97.8782	16.1753	0.0016%
	"Fayette County, IL"	"17051"	"2019"	"2019"	10	21336	Unreliable	22.4756	86.1942	14.8213	0.0013%
	"Ford County, IL"	"17053"	"2018"	"2018"	20	13264	150.7841	92.1034	232.8739	33.7163	0.0027%
	"Ford County, IL"	"17053"	"2019"	"2019"	17	12961	Unreliable	76.4075	210.0046	31.8116	0.0023%
	"Ford County, IL"	"17053"	"2020"	"2020"	20	12949	154.4521	94.3440	238.5389	34.5365	0.0027%
	"Ford County, IL"	"17053"	"2021 "	"2021"	15	13511	Unreliable	62.1371	183.1119	28.6654	0.0020%
	"Franklin County, IL"	"17055"	"2018"	"2018"	28	38701	72.3496	48.0756	104.5654	13.6728	0.0038%
	"Franklin County, IL"	"17055"	"2019"	"2019"	33	38469	85.7834	59.0490	120.4716	14.9330	0.0044%
	"Franklin County, IL"	"17055"	"2020"	"2020"	38	38060	99.8424	70.6544	137.0416	16.1966	0.0051%
	"Franklin County, IL"	"17055"	"2021 "	"2021"	32	37442	85.4655	58.4584	120.6517	15.1083	0.0043%
	"Fulton County, IL"	"17057"	"2018"	"2018"	54	34844	154.9765	116.4230	202.2102	21.0896	0.0073%
	"Fulton County, IL"	"17057"	"2019"	"2019"	54	34340	157.2510	118.1317	205.1780	21.3992	0.0073%
	"Fulton County, IL"	"17057"	"2020"	"2020"	45	33690	133.5708	97.4279	178.7284	19.9116	0.0060%
	"Fulton County, IL"	"17057"	"2021 "	"2021"	42	33197	126.5175	91.1824	171.0149	19.5221	0.0056%
	"Greene County, IL"	"17061"	"2020"	"2020"	12	12702	Unreliable	48.8153	165.0260	27.2721	0.0016%
	"Grundy County, IL"	"17063"	"2018"	"2018"	30	50972	58.8558	39.7100	84.0202	10.7456	0.0040%
	"Grundy County, IL"	"17063"	"2019"	"2019"	34	51054	66.5962	46.1198	93.0615	11.4211	0.0046%
	"Grundy County, IL"	"17063"	"2020"	"2020"	44	50993	86.2864	62.6957	115.8351	13.0082	0.0059%
	"Grundy County, IL"	"17063"	"2021 "	"2021"	41	52989	77.3745	55.5255	104.9671	12.0839	0.0055%
	"Hancock County, IL"	"17067"	"2018"	"2018"	14	17844	Unreliable	42.8936	131.6388	20.9687	0.0019%
	"Hancock County, IL"	"17067"	"2020"	"2020"	23	17422	132.0170	83.6869	198.0902	27.5274	0.0031%
	"Hancock County, IL"	"17067"	"2021 "	"2021"	12	17400	Unreliable	35.6352	120.4690	19.9086	0.0016%
	"Henderson County, IL"	"17071"	"2020"	"2020"	10	6535	Unreliable	73.3803	281.4139	48.3899	0.0013%
	"Henry County, IL"	"17073"	"2018"	"2018"	36	49090	73.3347	51.3629	101.5260	12.2224	0.0048%
	"Henry County, IL"	"17073"	"2019"	"2019"	31	48913	63.3778	43.0621	89.9598	11.3830	0.0042%
	"Henry County, IL"	"17073"	"2020"	"2020"	44	48411	90.8884	66.0395	122.0132	13.7019	0.0059%
	"Henry County, IL"	"17073"	"2021 "	"2021"	42	48907	85.8773	61.8926	116.0812	13.2512	0.0056%
	"Iroquois County, IL"	"17075"	"2018"	"2018"	26	27604	94.1892	61.5272	138.0089	18.4720	0.0035%
	"Iroquois County, IL"	"17075"	"2019"	"2019"	21	27114	77.4508	47.9436	118.3920	16.9011	0.0028%
	"Iroquois County, IL"	"17075"	"2020"	"2020"	21	26711	78.6193	48.6669	120.1782	17.1561	0.0028%
	"Iroquois County, IL"	"17075"	"2021 "	"2021"	22	26827	82.0069	51.3929	124.1593	17.4839	0.0030%
	"Jackson County, IL"	"17077"	"2018"	"2018"	20	57419	34.8317	21.2762	53.7947	7.7886	0.0027%
	"Jackson County, IL"	"17077"	"2019"	"2019"	26	56750	45.8150	29.9277	67.1295	8.9851	0.0035%
	"Jackson County, IL"	"17077"	"2020"	"2020"	46	56675	81.1645	59.4230	108.2621	11.9671	0.0062%
	"Jackson County, IL"	"17077"	"2021 "	"2021"	39	52565	74.1939	52.7593	101.4252	11.8805	0.0052%
	"Jasper County, IL"	"17079"	"2019"	"2019"	11	9610	Unreliable	57.1405	204.8083	34.5122	0.0015%
	"Jefferson County, IL"	"17081"	"2018"	"2018"	21	37820	55.5262	34.3718	84.8779	12.1168	0.0028%
	"Jefferson County, IL"	"17081"	"2019"	"2019"	20	37684	53.0729	32.4185	81.9669	11.8675	0.0027%
	"Jefferson County, IL"	"17081"	"2020"	"2020"	26	37235	69.8268	45.6129	102.3123	13.6942	0.0035%
	"Jefferson County, IL"	"17081"	"2021 "	"2021"	15	36877	Unreliable	22.7658	67.0886	10.5024	0.0020%
	"Jersey County, IL"	"17083"	"2018"	"2018"	21	21847	96.1230	59.5021	146.9346	20.9758	0.0028%
	"Jersey County, IL"	"17083"	"2019"	"2019"	20	21773	91.8569	56.1089	141.8656	20.5398	0.0027%
	"Jersey County, IL"	"17083"	"2020"	"2020"	15	21616	Unreliable	38.8386	114.4534	17.9172	0.0020%
	"Jersey County, IL"	"17083"	"2021 "	"2021"	22	21333	103.1266	64.6284	156.1347	21.9867	0.0030%
	"Jo Daviess County, IL"	"17085"	"2018"	"2018"	20	21366	93.6067	57.1778	144.5680	20.9311	0.0027%
	"Jo Daviess County, IL"	"17085"	"2019"	"2019"	12	21235	Unreliable	29.1995	98.7125	16.3132	0.0016%
	"Jo Daviess County, IL"	"17085"	"2020"	"2020"	20	21239	94.1664	57.5197	145.4325	21.0562	0.0027%
	"Jo Daviess County, IL"	"17085"	"2021 "	"2021"	13	21939	Unreliable	31.5510	101.3282	16.4344	0.0017%
	"Johnson County, IL"	"17087"	"2018"	"2018"	10	12456	Unreliable	38.4987	147.6429	25.3876	0.0013%
	"Kane County, IL"	"17089"	"2018"	"2018"	274	534216	51.2901	45.2170	57.3633	3.0985	0.0368%
	"Kane County, IL"	"17089"	"2019"	"2019"	254	532403	47.7082	41.8410	53.5754	2.9935	0.0341%
	"Kane County, IL"	"17089"	"2020"	"2020"	268	531010	50.4699	44.4273	56.5124	3.0829	0.0360%
	"Kane County, IL"	"17089"	"2021 "	"2021"	248	515588	48.1004	42.1138	54.0870	3.0544	0.0333%
	"Kankakee County, IL"	"17091"	"2018"	"2018"	54	110024	49.0802	36.8705	64.0389	6.6790	0.0073%
	"Kankakee County, IL"	"17091"	"2019"	"2019"	74	109862	67.3572	52.8902	84.5609	7.8301	0.0099%
	"Kankakee County, IL"	"17091"	"2020"	"2020"	54	108594	49.7265	37.3560	64.8821	6.7669	0.0073%
	"Kankakee County, IL"	"17091"	"2021 "	"2021"	64	106601	60.0370	46.2357	76.6660	7.5046	0.0086%
	"Kendall County, IL"	"17093"	"2018"	"2018"	52	127915	40.6520	30.3609	53.3098	5.6374	0.0070%
	"Kendall County, IL"	"17093"	"2019"	"2019"	55	128990	42.6390	32.1216	55.5006	5.7494	0.0074%
	"Kendall County, IL"	"17093"	"2020"	"2020"	72	130638	55.1141	43.1235	69.4069	6.4953	0.0097%
	"Kendall County, IL"	"17093"	"2021 "	"2021"	49	134867	36.3321	26.8788	48.0328	5.1903	0.0066%
	"Knox County, IL"	"17095"	"2018"	"2018"	37	50112	73.8346	51.9862	101.7714	12.1383	0.0050%
	"Knox County, IL"	"17095"	"2019"	"2019"	33	49699	66.3997	45.7063	93.2498	11.5587	0.0044%
	"Knox County, IL"	"17095"	"2020"	"2020"	42	49053	85.6217	61.7084	115.7357	13.2117	0.0056%
	"Knox County, IL"	"17095"	"2021 "	"2021"	25	49268	50.7429	32.8383	74.9066	10.1486	0.0034%
	"Lake County, IL"	"17097"	"2018"	"2018"	400	700832	57.0750	51.4817	62.6684	2.8538	0.0538%
	"Lake County, IL"	"17097"	"2019"	"2019"	401	696535	57.5707	51.9358	63.2056	2.8749	0.0539%
	"Lake County, IL"	"17097"	"2020"	"2020"	414	693593	59.6892	53.9394	65.4390	2.9336	0.0556%
	"Lake County, IL"	"17097"	"2021 "	"2021"	368	711239	51.7407	46.4542	57.0271	2.6972	0.0495%
	"LaSalle County, IL"	"17099"	"2018"	"2018"	95	109430	86.8135	70.2373	106.1251	8.9069	0.0128%
	"LaSalle County, IL"	"17099"	"2019"	"2019"	78	108669	71.7776	56.7373	89.5820	8.1272	0.0105%
	"LaSalle County, IL"	"17099"	"2020"	"2020"	68	107571	63.2141	49.0882	80.1390	7.6658	0.0091%
	"LaSalle County, IL"	"17099"	"2021 "	"2021"	79	108965	72.5003	57.3992	90.3572	8.1569	0.0106%
	"Lawrence County, IL"	"17101"	"2018"	"2018"	10	15765	Unreliable	30.4180	116.6533	20.0588	0.0013%
	"Lawrence County, IL"	"17101"	"2019"	"2019"	10	15678	Unreliable	30.5868	117.3007	20.1702	0.0013%
	"Lawrence County, IL"	"17101"	"2020"	"2020"	10	15467	Unreliable	31.0041	118.9009	20.4453	0.0013%
	"Lee County, IL"	"17103"	"2018"	"2018"	28	34223	81.8163	54.3661	118.2475	15.4618	0.0038%
	"Lee County, IL"	"17103"	"2019"	"2019"	31	34096	90.9198	61.7754	129.0533	16.3297	0.0042%
	"Lee County, IL"	"17103"	"2020"	"2020"	31	33647	92.1330	62.5998	130.7755	16.5476	0.0042%
	"Lee County, IL"	"17103"	"2021 "	"2021"	28	34049	82.2344	54.6440	118.8518	15.5408	0.0038%
	"Livingston County, IL"	"17105"	"2018"	"2018"	29	35761	81.0939	54.3102	116.4647	15.0588	0.0039%
	"Livingston County, IL"	"17105"	"2019"	"2019"	22	35648	61.7145	38.6759	93.4364	13.1576	0.0030%
	"Livingston County, IL"	"17105"	"2020"	"2020"	32	35414	90.3597	61.8061	127.5609	15.9735	0.0043%
	"Livingston County, IL"	"17105"	"2021 "	"2021"	21	35664	58.8829	36.4497	90.0090	12.8493	0.0028%
	"Logan County, IL"	"17107"	"2018"	"2018"	24	28925	82.9732	53.1626	123.4575	16.9368	0.0032%
	"Logan County, IL"	"17107"	"2019"	"2019"	22	28618	76.8747	48.1766	116.3891	16.3897	0.0030%
	"Logan County, IL"	"17107"	"2020"	"2020"	21	28383	73.9880	45.8000	113.0987	16.1455	0.0028%
	"Logan County, IL"	"17107"	"2021 "	"2021"	25	27992	89.3112	57.7978	131.8412	17.8622	0.0034%
	"McDonough County, IL"	"17109"	"2018"	"2018"	15	29955	Unreliable	28.0265	82.5914	12.9293	0.0020%
	"McDonough County, IL"	"17109"	"2019"	"2019"	18	29682	Unreliable	35.9406	95.8417	14.2936	0.0024%
	"McDonough County, IL"	"17109"	"2020"	"2020"	18	29295	Unreliable	36.4154	97.1078	14.4825	0.0024%
	"McDonough County, IL"	"17109"	"2021 "	"2021"	21	26828	78.2764	48.4547	119.6541	17.0813	0.0028%
	"McHenry County, IL"	"17111"	"2018"	"2018"	164	308570	53.1484	45.0140	61.2828	4.1502	0.0220%
	"McHenry County, IL"	"17111"	"2019"	"2019"	140	307774	45.4879	37.9528	53.0230	3.8444	0.0188%
	"McHenry County, IL"	"17111"	"2020"	"2020"	129	305888	42.1723	34.8947	49.4499	3.7131	0.0173%
	"McHenry County, IL"	"17111"	"2021 "	"2021"	125	311122	40.1772	33.1338	47.2205	3.5936	0.0168%
	"McLean County, IL"	"17113"	"2018"	"2018"	94	172828	54.3893	43.9520	66.5589	5.6098	0.0126%
	"McLean County, IL"	"17113"	"2019"	"2019"	58	171517	33.8159	25.6778	43.7148	4.4402	0.0078%
	"McLean County, IL"	"17113"	"2020"	"2020"	75	171256	43.7941	34.4467	54.8963	5.0569	0.0101%
	"McLean County, IL"	"17113"	"2021 "	"2021"	76	170889	44.4733	35.0401	55.6650	5.1014	0.0102%
	"Macon County, IL"	"17115"	"2018"	"2018"	87	104712	83.0850	66.5478	102.4854	8.9077	0.0117%
	"Macon County, IL"	"17115"	"2019"	"2019"	70	104009	67.3019	52.4652	85.0319	8.0441	0.0094%
	"Macon County, IL"	"17115"	"2020"	"2020"	57	103015	55.3317	41.9077	71.6889	7.3289	0.0077%
	"Macon County, IL"	"17115"	"2021 "	"2021"	70	102432	68.3380	53.2729	86.3410	8.1680	0.0094%
	"Macoupin County, IL"	"17117"	"2018"	"2018"	44	45313	97.1024	70.5546	130.3551	14.6387	0.0059%
	"Macoupin County, IL"	"17117"	"2019"	"2019"	29	44926	64.5506	43.2308	92.7056	11.9867	0.0039%
	"Macoupin County, IL"	"17117"	"2020"	"2020"	39	44567	87.5087	62.2274	119.6270	14.0126	0.0052%
	"Macoupin County, IL"	"17117"	"2021 "	"2021"	32	44406	72.0623	49.2906	101.7304	12.7389	0.0043%
	"Madison County, IL"	"17119"	"2018"	"2018"	148	264461	55.9629	46.9466	64.9791	4.6001	0.0199%
	"Madison County, IL"	"17119"	"2019"	"2019"	138	262966	52.4783	43.7225	61.2341	4.4672	0.0185%
	"Madison County, IL"	"17119"	"2020"	"2020"	145	262635	55.2097	46.2233	64.1961	4.5849	0.0195%
	"Madison County, IL"	"17119"	"2021 "	"2021"	162	264490	61.2500	51.8179	70.6820	4.8123	0.0218%
	"Marion County, IL"	"17121"	"2018"	"2018"	27	37620	71.7703	47.2974	104.4222	13.8122	0.0036%
	"Marion County, IL"	"17121"	"2019"	"2019"	24	37205	64.5075	41.3312	95.9819	13.1675	0.0032%
	"Marion County, IL"	"17121"	"2020"	"2020"	26	37045	70.1849	45.8469	102.8370	13.7644	0.0035%
	"Marion County, IL"	"17121"	"2021 "	"2021"	25	37390	66.8628	43.2703	98.7029	13.3726	0.0034%
	"Marshall County, IL"	"17123"	"2018"	"2018"	12	11534	Unreliable	53.7586	181.7375	30.0338	0.0016%
	"Marshall County, IL"	"17123"	"2019"	"2019"	15	11438	Unreliable	73.3988	216.2987	33.8607	0.0020%
	"Marshall County, IL"	"17123"	"2020"	"2020"	20	11309	176.8503	108.0255	273.1311	39.5449	0.0027%
	"Marshall County, IL"	"17123"	"2021 "	"2021"	24	11663	205.7790	131.8467	306.1826	42.0045	0.0032%
	"Mason County, IL"	"17125"	"2018"	"2018"	10	13565	Unreliable	35.3513	135.5724	23.3120	0.0013%
	"Mason County, IL"	"17125"	"2019"	"2019"	15	13359	Unreliable	62.8442	185.1954	28.9916	0.0020%
	"Mason County, IL"	"17125"	"2020"	"2020"	12	13173	Unreliable	47.0699	159.1255	26.2970	0.0016%
	"Mason County, IL"	"17125"	"2021 "	"2021"	11	12881	Unreliable	42.6302	152.7993	25.7482	0.0015%
	"Massac County, IL"	"17127"	"2018"	"2018"	11	14080	Unreliable	39.0000	139.7875	23.5556	0.0015%
	"Massac County, IL"	"17127"	"2019"	"2019"	10	13772	Unreliable	34.8199	133.5347	22.9616	0.0013%
	"Menard County, IL"	"17129"	"2018"	"2018"	13	12288	Unreliable	56.3312	180.9114	29.3421	0.0017%
	"Menard County, IL"	"17129"	"2019"	"2019"	18	12196	Unreliable	87.4703	233.2547	34.7871	0.0024%
	"Menard County, IL"	"17129"	"2020"	"2020"	12	12068	Unreliable	51.3798	173.6957	28.7049	0.0016%
	"Menard County, IL"	"17129"	"2021 "	"2021"	13	12164	Unreliable	56.9055	182.7556	29.6412	0.0017%
	"Mercer County, IL"	"17131"	"2018"	"2018"	26	15601	166.6560	108.8647	244.1893	32.6839	0.0035%
	"Mercer County, IL"	"17131"	"2020"	"2020"	19	15225	Unreliable	75.1352	194.8820	28.6299	0.0026%
	"Mercer County, IL"	"17131"	"2021 "	"2021"	10	15582	Unreliable	30.7753	118.0234	20.2944	0.0013%
