GEOID,month,year,Notes,County,Year,Month,Month Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,ID,mean_ch4
20173,09,2018,NA,"Sedgwick County, KS",2018,Sep.,2018/09,24,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1856.3628452845983
20173,09,2019,NA,"Sedgwick County, KS",2019,Sep.,2019/09,40,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1874.7279663085938
20173,09,2019,NA,"Sedgwick County, KS",2019,Sep.,2019/09,43,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1874.7279663085938
20173,09,2020,NA,"Sedgwick County, KS",2020,Sep.,2020/09,29,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1872.586162860577
20173,09,2020,NA,"Sedgwick County, KS",2020,Sep.,2020/09,37,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1872.586162860577
20173,09,2021,NA,"Sedgwick County, KS",2021,Sep.,2021/09,37,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1897.8729095458984
20173,09,2021,NA,"Sedgwick County, KS",2021,Sep.,2021/09,30,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1897.8729095458984
20173,10,2018,NA,"Sedgwick County, KS",2018,Oct.,2018/10,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1865.61201171875
20173,10,2019,NA,"Sedgwick County, KS",2019,Oct.,2019/10,33,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1850.7725067138672
20173,10,2019,NA,"Sedgwick County, KS",2019,Oct.,2019/10,41,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1850.7725067138672
20173,10,2020,NA,"Sedgwick County, KS",2020,Oct.,2020/10,30,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1892.0731201171875
20173,10,2020,NA,"Sedgwick County, KS",2020,Oct.,2020/10,36,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1892.0731201171875
20173,10,2021,NA,"Sedgwick County, KS",2021,Oct.,2021/10,31,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1904.0595536665483
20173,10,2021,NA,"Sedgwick County, KS",2021,Oct.,2021/10,39,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1904.0595536665483
20173,11,2018,NA,"Sedgwick County, KS",2018,Nov.,2018/11,35,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1848.56005859375
20173,11,2019,NA,"Sedgwick County, KS",2019,Nov.,2019/11,39,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1855.4125061035156
20173,11,2019,NA,"Sedgwick County, KS",2019,Nov.,2019/11,45,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1855.4125061035156
20173,11,2020,NA,"Sedgwick County, KS",2020,Nov.,2020/11,29,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1888.4577772352432
20173,11,2020,NA,"Sedgwick County, KS",2020,Nov.,2020/11,31,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1888.4577772352432
20173,11,2021,NA,"Sedgwick County, KS",2021,Nov.,2021/11,22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1905.8155653211807
20173,11,2021,NA,"Sedgwick County, KS",2021,Nov.,2021/11,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1905.8155653211807
20173,12,2018,NA,"Sedgwick County, KS",2018,Dec.,2018/12,24,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1871.675048828125
20173,12,2019,NA,"Sedgwick County, KS",2019,Dec.,2019/12,49,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1862.6233317057292
20173,12,2019,NA,"Sedgwick County, KS",2019,Dec.,2019/12,27,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1862.6233317057292
20173,12,2020,NA,"Sedgwick County, KS",2020,Dec.,2020/12,40,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1878.7678397042412
20173,12,2020,NA,"Sedgwick County, KS",2020,Dec.,2020/12,29,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1878.7678397042412
20173,12,2021,NA,"Sedgwick County, KS",2021,Dec.,2021/12,46,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1897.8609741210937
20173,12,2021,NA,"Sedgwick County, KS",2021,Dec.,2021/12,27,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1897.8609741210937
20177,01,2018,NA,"Shawnee County, KS",2018,Jan.,2018/01,26,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1846.0699462890625
20177,01,2019,NA,"Shawnee County, KS",2019,Jan.,2019/01,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1870.0733235677083
20177,01,2019,NA,"Shawnee County, KS",2019,Jan.,2019/01,23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1870.0733235677083
20177,01,2021,NA,"Shawnee County, KS",2021,Jan.,2021/01,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1908.8900146484375
20177,01,2021,NA,"Shawnee County, KS",2021,Jan.,2021/01,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1908.8900146484375
20177,02,2018,NA,"Shawnee County, KS",2018,Feb.,2018/02,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1830.635009765625
20177,02,2019,NA,"Shawnee County, KS",2019,Feb.,2019/02,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1849.2900390625
20177,02,2019,NA,"Shawnee County, KS",2019,Feb.,2019/02,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1849.2900390625
20177,02,2020,NA,"Shawnee County, KS",2020,Feb.,2020/02,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1816.8500366210938
20177,02,2020,NA,"Shawnee County, KS",2020,Feb.,2020/02,30,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1816.8500366210938
20177,02,2021,NA,"Shawnee County, KS",2021,Feb.,2021/02,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1859.6800537109375
20177,02,2021,NA,"Shawnee County, KS",2021,Feb.,2021/02,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1859.6800537109375
20177,03,2018,NA,"Shawnee County, KS",2018,Mar.,2018/03,22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1854.6800537109375
20177,03,2019,NA,"Shawnee County, KS",2019,Mar.,2019/03,27,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1835.7099609375
20177,03,2019,NA,"Shawnee County, KS",2019,Mar.,2019/03,22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1835.7099609375
20177,03,2020,NA,"Shawnee County, KS",2020,Mar.,2020/03,22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1877.3699951171875
20177,03,2020,NA,"Shawnee County, KS",2020,Mar.,2020/03,20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1877.3699951171875
20177,03,2021,NA,"Shawnee County, KS",2021,Mar.,2021/03,20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1865.1700439453125
20177,03,2021,NA,"Shawnee County, KS",2021,Mar.,2021/03,21,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1865.1700439453125
20177,04,2019,NA,"Shawnee County, KS",2019,Apr.,2019/04,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1862.1199951171875
20177,04,2019,NA,"Shawnee County, KS",2019,Apr.,2019/04,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1862.1199951171875
20177,04,2021,NA,"Shawnee County, KS",2021,Apr.,2021/04,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1843.6099853515625
20177,05,2018,NA,"Shawnee County, KS",2018,May,2018/05,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1880.7866617838542
20177,05,2019,NA,"Shawnee County, KS",2019,May,2019/05,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1864.0999755859375
20177,05,2019,NA,"Shawnee County, KS",2019,May,2019/05,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1864.0999755859375
20177,05,2020,NA,"Shawnee County, KS",2020,May,2020/05,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1890.6799723307292
20177,05,2020,NA,"Shawnee County, KS",2020,May,2020/05,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1890.6799723307292
20177,05,2021,NA,"Shawnee County, KS",2021,May,2021/05,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1886.0499877929688
20177,06,2018,NA,"Shawnee County, KS",2018,Jun.,2018/06,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1886.4225158691406
20177,06,2019,NA,"Shawnee County, KS",2019,Jun.,2019/06,18,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1875.9139892578125
20177,06,2019,NA,"Shawnee County, KS",2019,Jun.,2019/06,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1875.9139892578125
20177,06,2020,NA,"Shawnee County, KS",2020,Jun.,2020/06,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1893.2442975725446
20177,06,2020,NA,"Shawnee County, KS",2020,Jun.,2020/06,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1893.2442975725446
20177,06,2021,NA,"Shawnee County, KS",2021,Jun.,2021/06,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1880.2049967447917
20177,07,2018,NA,"Shawnee County, KS",2018,Jul.,2018/07,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1875.5799967447917
20177,07,2019,NA,"Shawnee County, KS",2019,Jul.,2019/07,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1881.445556640625
20177,07,2019,NA,"Shawnee County, KS",2019,Jul.,2019/07,23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1881.445556640625
20177,07,2020,NA,"Shawnee County, KS",2020,Jul.,2020/07,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1903.0099853515626
20177,07,2020,NA,"Shawnee County, KS",2020,Jul.,2020/07,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1903.0099853515626
20177,07,2021,NA,"Shawnee County, KS",2021,Jul.,2021/07,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1926.1162567138672
20177,07,2021,NA,"Shawnee County, KS",2021,Jul.,2021/07,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1926.1162567138672
20177,08,2018,NA,"Shawnee County, KS",2018,Aug.,2018/08,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1870.4760009765625
20177,08,2019,NA,"Shawnee County, KS",2019,Aug.,2019/08,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1890.8233235677083
20177,08,2019,NA,"Shawnee County, KS",2019,Aug.,2019/08,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1890.8233235677083
20177,08,2020,NA,"Shawnee County, KS",2020,Aug.,2020/08,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1877.199986049107
20177,08,2020,NA,"Shawnee County, KS",2020,Aug.,2020/08,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1877.199986049107
20177,08,2021,NA,"Shawnee County, KS",2021,Aug.,2021/08,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1912.3999938964844
20177,08,2021,NA,"Shawnee County, KS",2021,Aug.,2021/08,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1912.3999938964844
20177,09,2018,NA,"Shawnee County, KS",2018,Sep.,2018/09,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1854.0459716796875
20177,09,2019,NA,"Shawnee County, KS",2019,Sep.,2019/09,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1882.64501953125
20177,09,2019,NA,"Shawnee County, KS",2019,Sep.,2019/09,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1882.64501953125
20177,09,2020,NA,"Shawnee County, KS",2020,Sep.,2020/09,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1886.5716756184895
20177,09,2020,NA,"Shawnee County, KS",2020,Sep.,2020/09,22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1886.5716756184895
20177,09,2021,NA,"Shawnee County, KS",2021,Sep.,2021/09,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1885.63427734375
20177,09,2021,NA,"Shawnee County, KS",2021,Sep.,2021/09,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1885.63427734375
20177,10,2018,NA,"Shawnee County, KS",2018,Oct.,2018/10,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1872.2749633789062
20177,10,2019,NA,"Shawnee County, KS",2019,Oct.,2019/10,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1864.280029296875
20177,10,2019,NA,"Shawnee County, KS",2019,Oct.,2019/10,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1864.280029296875
20177,10,2020,NA,"Shawnee County, KS",2020,Oct.,2020/10,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1861.0362548828125
20177,10,2020,NA,"Shawnee County, KS",2020,Oct.,2020/10,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1861.0362548828125
20177,10,2021,NA,"Shawnee County, KS",2021,Oct.,2021/10,20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1873.9324951171875
20177,10,2021,NA,"Shawnee County, KS",2021,Oct.,2021/10,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1873.9324951171875
20177,11,2020,NA,"Shawnee County, KS",2020,Nov.,2020/11,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1880.7599487304688
20177,11,2020,NA,"Shawnee County, KS",2020,Nov.,2020/11,22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1880.7599487304688
20177,11,2021,NA,"Shawnee County, KS",2021,Nov.,2021/11,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1893.1300048828125
20177,11,2021,NA,"Shawnee County, KS",2021,Nov.,2021/11,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1893.1300048828125
20177,12,2018,NA,"Shawnee County, KS",2018,Dec.,2018/12,18,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1845.6600341796875
20177,12,2019,NA,"Shawnee County, KS",2019,Dec.,2019/12,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1850.0250244140625
20177,12,2019,NA,"Shawnee County, KS",2019,Dec.,2019/12,34,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1850.0250244140625
20177,12,2020,NA,"Shawnee County, KS",2020,Dec.,2020/12,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1836.31005859375
20177,12,2020,NA,"Shawnee County, KS",2020,Dec.,2020/12,20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1836.31005859375
20177,12,2021,NA,"Shawnee County, KS",2021,Dec.,2021/12,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1885.0650024414062
20177,12,2021,NA,"Shawnee County, KS",2021,Dec.,2021/12,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1885.0650024414062
20209,01,2018,NA,"Wyandotte County, KS",2018,Jan.,2018/01,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1833.4800415039062
20209,02,2019,NA,"Wyandotte County, KS",2019,Feb.,2019/02,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1821.47998046875
20209,02,2021,NA,"Wyandotte County, KS",2021,Feb.,2021/02,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1875.4600219726562
20209,03,2021,NA,"Wyandotte County, KS",2021,Mar.,2021/03,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1853.6500244140625
20209,04,2021,NA,"Wyandotte County, KS",2021,Apr.,2021/04,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1877.9300537109375
20209,05,2020,NA,"Wyandotte County, KS",2020,May,2020/05,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1895.800048828125
20209,05,2020,NA,"Wyandotte County, KS",2020,May,2020/05,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1895.800048828125
20209,06,2019,NA,"Wyandotte County, KS",2019,Jun.,2019/06,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1822.5
20209,06,2021,NA,"Wyandotte County, KS",2021,Jun.,2021/06,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1906.56005859375
20209,07,2019,NA,"Wyandotte County, KS",2019,Jul.,2019/07,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1853.6400146484375
20209,07,2019,NA,"Wyandotte County, KS",2019,Jul.,2019/07,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1853.6400146484375
20209,08,2018,NA,"Wyandotte County, KS",2018,Aug.,2018/08,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1840.699951171875
20209,08,2019,NA,"Wyandotte County, KS",2019,Aug.,2019/08,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1898.989990234375
20209,08,2020,NA,"Wyandotte County, KS",2020,Aug.,2020/08,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1868.8340087890624
20209,09,2019,NA,"Wyandotte County, KS",2019,Sep.,2019/09,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1875.5350341796875
20209,09,2021,NA,"Wyandotte County, KS",2021,Sep.,2021/09,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1894.9566650390625
20209,10,2019,NA,"Wyandotte County, KS",2019,Oct.,2019/10,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1851.405029296875
20209,10,2020,NA,"Wyandotte County, KS",2020,Oct.,2020/10,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1894.449951171875
20209,11,2018,NA,"Wyandotte County, KS",2018,Nov.,2018/11,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1824.550048828125
20209,11,2019,NA,"Wyandotte County, KS",2019,Nov.,2019/11,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1866.7099609375
20209,11,2020,NA,"Wyandotte County, KS",2020,Nov.,2020/11,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1890.6650390625
21013,10,2021,NA,"Bell County, KY",2021,Oct.,2021/10,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1892.3150024414062
21015,02,2019,NA,"Boone County, KY",2019,Feb.,2019/02,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1825.3599853515625
21015,05,2021,NA,"Boone County, KY",2021,May,2021/05,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1849.4300537109375
21015,06,2019,NA,"Boone County, KY",2019,Jun.,2019/06,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1874.4933675130208
21015,08,2021,NA,"Boone County, KY",2021,Aug.,2021/08,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1892.3300170898438
21015,09,2019,NA,"Boone County, KY",2019,Sep.,2019/09,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1885.64501953125
21015,10,2020,NA,"Boone County, KY",2020,Oct.,2020/10,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1892.9049682617188
21015,12,2021,NA,"Boone County, KY",2021,Dec.,2021/12,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1893.9949951171875
21019,04,2021,NA,"Boyd County, KY",2021,Apr.,2021/04,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1854.1500244140625
21029,03,2018,NA,"Bullitt County, KY",2018,Mar.,2018/03,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1851.47998046875
21029,08,2019,NA,"Bullitt County, KY",2019,Aug.,2019/08,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1863.1650390625
21029,09,2020,NA,"Bullitt County, KY",2020,Sep.,2020/09,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1880.47998046875
21029,12,2020,NA,"Bullitt County, KY",2020,Dec.,2020/12,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1885.0699462890625
21037,03,2019,NA,"Campbell County, KY",2019,Mar.,2019/03,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1844.7099609375
21037,03,2021,NA,"Campbell County, KY",2021,Mar.,2021/03,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1906.699951171875
21047,08,2021,NA,"Christian County, KY",2021,Aug.,2021/08,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1888.08798828125
21047,09,2019,NA,"Christian County, KY",2019,Sep.,2019/09,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1878.1012268066406
21047,10,2021,NA,"Christian County, KY",2021,Oct.,2021/10,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1885.0400390625
21047,11,2019,NA,"Christian County, KY",2019,Nov.,2019/11,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1854.3150024414062
21047,12,2019,NA,"Christian County, KY",2019,Dec.,2019/12,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1879.4450073242188
21059,01,2019,NA,"Daviess County, KY",2019,Jan.,2019/01,18,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1886.510009765625
21059,01,2021,NA,"Daviess County, KY",2021,Jan.,2021/01,21,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1849.510009765625
21059,02,2018,NA,"Daviess County, KY",2018,Feb.,2018/02,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1864.135009765625
21059,02,2020,NA,"Daviess County, KY",2020,Feb.,2020/02,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1877.72998046875
21059,02,2020,NA,"Daviess County, KY",2020,Feb.,2020/02,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1877.72998046875
21059,03,2018,NA,"Daviess County, KY",2018,Mar.,2018/03,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1851.1599731445312
21059,03,2019,NA,"Daviess County, KY",2019,Mar.,2019/03,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1876.9100341796875
21059,03,2020,NA,"Daviess County, KY",2020,Mar.,2020/03,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1855.2449645996094
21059,03,2020,NA,"Daviess County, KY",2020,Mar.,2020/03,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1855.2449645996094
21059,04,2019,NA,"Daviess County, KY",2019,Apr.,2019/04,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1850.260009765625
21059,04,2020,NA,"Daviess County, KY",2020,Apr.,2020/04,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1846.6199951171875
21059,04,2020,NA,"Daviess County, KY",2020,Apr.,2020/04,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1846.6199951171875
21059,05,2019,NA,"Daviess County, KY",2019,May,2019/05,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1860.625
21059,05,2020,NA,"Daviess County, KY",2020,May,2020/05,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1846.780029296875
21059,05,2021,NA,"Daviess County, KY",2021,May,2021/05,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1885.1900024414062
21059,06,2020,NA,"Daviess County, KY",2020,Jun.,2020/06,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1894.469970703125
21059,06,2021,NA,"Daviess County, KY",2021,Jun.,2021/06,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1881.4100036621094
21059,07,2019,NA,"Daviess County, KY",2019,Jul.,2019/07,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1883.8299967447917
21059,07,2020,NA,"Daviess County, KY",2020,Jul.,2020/07,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1879.4450073242188
21059,07,2021,NA,"Daviess County, KY",2021,Jul.,2021/07,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1900.1649780273438
21059,08,2018,NA,"Daviess County, KY",2018,Aug.,2018/08,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1858.6566569010417
21059,08,2019,NA,"Daviess County, KY",2019,Aug.,2019/08,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1884.7333170572917
21059,08,2021,NA,"Daviess County, KY",2021,Aug.,2021/08,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1892.1449584960938
21059,09,2019,NA,"Daviess County, KY",2019,Sep.,2019/09,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1868.4800211588542
21059,09,2020,NA,"Daviess County, KY",2020,Sep.,2020/09,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1878.5342668805804
21059,09,2020,NA,"Daviess County, KY",2020,Sep.,2020/09,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1878.5342668805804
21059,09,2021,NA,"Daviess County, KY",2021,Sep.,2021/09,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1880.1099853515625
21059,10,2019,NA,"Daviess County, KY",2019,Oct.,2019/10,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1871.0849609375
21059,11,2018,NA,"Daviess County, KY",2018,Nov.,2018/11,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1820.1500244140625
21059,11,2019,NA,"Daviess County, KY",2019,Nov.,2019/11,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1856.1199951171875
21059,11,2020,NA,"Daviess County, KY",2020,Nov.,2020/11,22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1873.739990234375
21059,12,2018,NA,"Daviess County, KY",2018,Dec.,2018/12,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1847.2366536458333
21059,12,2021,NA,"Daviess County, KY",2021,Dec.,2021/12,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1906.949951171875
21067,01,2018,NA,"Fayette County, KY",2018,Jan.,2018/01,32,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1864.5999755859375
21067,02,2018,NA,"Fayette County, KY",2018,Feb.,2018/02,21,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1852.050048828125
21067,02,2019,NA,"Fayette County, KY",2019,Feb.,2019/02,20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1836.1600341796875
21067,02,2019,NA,"Fayette County, KY",2019,Feb.,2019/02,24,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1836.1600341796875
